sentence	label
how to motivate my grammy my grammy who is 82. she lives at home with my grandfather, they've been married 60+ years and up until this point he's been able to do most everything for her himself. i come over everyday now, about 6-7	0
i (20f) think my (65m) father has alzheimer's. help? 'all think about this. i have already told him that we need to go to the doctor and even though he's stubborn about that i think he will go sometime this	0
i dont know who else i can talk to about this...	0
i haven't visited father has been in a facility for about 2 months. his alzheimers has made his already abusive behavior increasingly more frequent. my mom, sister and i, mostly mom, were the victims of his rage throughout our lives. there were good times but the pain of my almost 60 years is still very real. mom has visited once and he immediately became verbally abusive. my sister visits at least once a week but it always includes	0
i know it's always said to never argue with someone with alzheimer's, but how do we approach it when my mom insists that my stepdad has a girlfriend? my stepdad in person. i know i am not supposed to argue or disagree, but i can't fat	0
i think i'm going to need to elope!	0
i think she recognised me! thought it could have. it was such a precious moment. i thought shed never recognise me again. maybe its wishful thinking on my part, but i choose	0
i'm nervous about christmas of needed to vent that. thanks for listening, and blessings and happy holidays to you and yours	0
i'm pretty sure my 63-year-old father has developed early-onset alzheimer's. from a bad fall. since it runs in the family, i'm concerned about my father. he has become increasingly forgetful, agitated, and confused. he has type 2	0
kind of late, but what are some good christmas gifts for alzheimer's patients? used, and the place she lives feeds her more than she could ever eat so food is no good. we just spent 2 years liquidating and estate selling most of her stuff so i don't want to get her clutter. i have spent months trying to think of something and i'm	0
lacking a diagnosis if nothing is all that different. the doctor eventually admitted that yes, its likely dementia and when my fil asked what he should do about it, he was told to read about it on the internet and see what others do. implying that its only a matter of minor lifestyle changes. my husband is	0
lonely my parents on the weekend, sometimes for friday night and sometimes both nights. if my mom isn	0
looking for recommendations	0
looking for someone really appreciate the support ive gotten from you all. seriously i love you all. but i feel id really benefit	0
memories of my mom my mom was diagnosed. since then the woman she once was is completely gone. sometimes i find myself thinking back to how she was when i was little and that woman seems like a complete stranger. i cant believe how long ago those days were now. every now and then when i think about that i just want someone to hold me. someone to tell me that shes ok and that shell be in a better place soon. i feel like im reaching out for someone thats	0
memory loss clinical trial , please read and share this post. im working to enroll participants in the continuation	0
my dad now little bit and hes	0
my grandfather wants to remember kissing his late wife. d or psilocybin would help him retrieve memories. he really wants to remember first person memories with his wife	0
my grandma just passed away if the situation wasnt depressing enough. not to mention it simply caused me so much pain to watch her suffer the way she	0
my grandmothers alzheimers has gotten bad, what do you suggest? care of her. so today my mother her my grandma talking to her sister who lives far away. she was telling her sister that my mom does not feed her,thats shes hungry,she(my mom) has took my card. all of this is a lie. my mother has been busting her butt trying to take care	0
my grandpa tried to strangle my brother... hows your day going? my brother by the throat, luckily my brother had groceries in his hands so he didnt push him back or anything but managed to get out from under his grip and we ran inside. were working on	0
my mom has early onset alzheimers	0
my ugliest truth	0
new approach in treatment	0
not alone it. i love you all. were all going through something horrific in life, but weve all got each other to confide in. today, i just watched harry potter with my mom. when i was young she used to read the books to me. now, whether or not she realizes what happening, it comforts	0
nurse said something that sounded pseudoscientific? my mom i thought grandma is in pain and that a nurse i spoke with said we need to ask them about palliative care. my mom told me she talked to another nurse, the main nurse, let's call her janet. janet said she learned in nursing school that as the terminal condition worsens	0
palliative care care would be a good option at this point and he doesn't think she will last another year. i have my meeting with hospice in 45 minutes. i'm nervous they will say she has not declined enough for them to step in. there is no quality of life left, there is no dignity in dying, she is deteriorating quickly but is still ambula	0
possible $ help for caregivers in california (maybe other states if they have similar programs?)	0
question re related disease inheritance ad, are they still more likely to develop conditions related to syna	0
really need someone to confide in	0
remembering my mom who passed 1 year ago	0
saw my grandma for the first time in over a year, and only child stress. hurt just as much if not more. she remembered me a bit this time, but would instantly	0
sense of taste my dad and i have a while to go yet. so thanks in advance to everyone that may help me out with random questions. recently, my dad has had big swing in his sense of taste. right now he has claimed	0
showers are getting less and less frequent for my grandpa. anyone have any great tips to get him in the tub? s per week, but now i'm lucky if i get him to take one once every 2 weeks. i'm	0
sibling relationships and a parent's cognitive decline. 're lucky you still have him, ' or 'appreciate him for who he is. ' i do not have children and while i'm at an	0
super frustrated with this whole process have the low-income insurance that she needs to get onto the waitlist. i'm	0
surprised by the level of grief following loved one's death the last vestiges of her personality; i even felt guilty about my callousness on	0
survey/interview questions for family members afflicted with alzheimer's disease care	0
the beginning the younger two. these kids were for all intents and purposes my parents grandchildren. they called him opa. we lived locally and saw them regularly. my ex husband	0
the family refuses to take away grandma's drivers license 's license taken away, i did some research and found this interesting assessment online--share with anyone who needs help deciding what to do! https://www.qzzr.com/c/quiz/	0
the monster - easymess (nov 2019) by the powerful imagery, feelings and sincerity in it when performed live	0
this time around, i'm being proactive. my mother was having difficulty completing	0
update to mil hair care the sooner the better because if we keep	0
updates to my last post the place schedule-wise. i sat down with him last night and wrote out a schedule of care that she would be expected to get if she was in a hospital, or a nursing home. i told him i was willing to help as long as we could argue that the quality of her life with us would be higher than she would be getting in a home. i also wrote down a list of symptoms to bring up on their	0
visited dad	0
visiting dad the facility placing a ankle	0
vote for bernie sanders if you want to have 100% access to future alzheimers research and save your loved ones. make sure medicare for all is enacted	0
when the timeline becomes jumbled.	0
wife of 34 years - at late stage 5 of alzheimer's - is it wrong to have a girlfriend?	0
am i doing the right thing? half sibling, but hes in a different state and we share a dad, not mom, so its only ever just been us. when i was around 20 she had been diagnosed with ulcer	0
